variance,mean,max,total,spread,jain,gini,ede,maxmin,feasible,objective,method,runtime_s,routing_calls,evaluated,opt_gap,ede_gap,kind,seed
381.76,43.2,72.0,216.0,56.0,0.8301779359430606,0.25555555555555554,45.038347794652665,4.5,True,381.76,ours_ede,0.030015500000445172,1445,301.0,2.0688102893890674,0.0,linear,3
401.0,28.0,51.0,112.0,50.0,0.6616033755274262,0.3928571428571428,30.319677068890847,51.0,False,inf,centroid,1.2700000297627412e-05,5,,2.2234726688102895,-0.3268030788533798,linear,3
141.0,38.0,57.0,152.0,30.0,0.9110410094637224,0.16447368421052633,38.87209570071977,2.111111111111111,False,inf,weighted_centroid,4.099999932805076e-05,5,,0.13344051446945332,-0.13691115229286913,linear,3
458.0,30.0,54.0,120.0,54.0,0.6627393225331369,0.3916666666666666,32.46111823138511,inf,False,inf,geometric_median,3.480000032141106e-05,5,,2.6816720257234725,-0.2792560157981824,linear,3
381.76,43.2,72.0,216.0,56.0,0.8301779359430606,0.25555555555555554,45.038347794652665,4.5,True,381.76,min_sum,0.06607179999991786,5680,,2.0688102893890674,0.0,linear,3
129.83999999999997,47.6,60.0,238.0,28.0,0.945800634496577,0.12941176470588234,48.235742328715894,1.875,True,129.83999999999997,min_max,0.0637057999992976,5680,,0.04372990353697724,0.07099271377896438,linear,3
129.83999999999997,47.6,60.0,238.0,28.0,0.945800634496577,0.12941176470588234,48.235742328715894,1.875,True,129.83999999999997,min_range,0.06798440000056871,5680,,0.04372990353697724,0.07099271377896438,linear,3
137.84,56.4,68.0,282.0,32.0,0.9584669157526817,0.11205673758865253,56.971274048793695,1.8888888888888888,True,137.84,random,0.012735700000121142,500,,0.1080385852090032,0.26495035538487954,linear,3
124.4,62.0,73.0,310.0,31.0,0.9686523535933877,0.09419354838709681,62.47314580725775,1.7380952380952381,True,124.4,exhaustive,0.06772799999998824,5680,,0.0,0.387110071002096,linear,3
381.76,43.2,72.0,216.0,56.0,0.8301779359430606,0.25555555555555554,45.038347794652665,4.5,True,381.76,exhaustive_ede,0.0687355000000025,5680,,2.0688102893890674,0.0,linear,3
